chr2D	58231	58337	1
chr2D	60287	60393	1
chr2D	85081	85177	1
chr2D	90344	90449	1
chr2D	90699	90805	1
chr2D	91286	91355	1
chr2D	92697	92740	1
chr2D	92742	92783	1
chr2D	102314	102367	1
chr2D	126683	126786	1
chr2D	212595	212701	1
chr2D	287027	287106	1
chr2D	288287	288392	1
chr2D	299068	299151	1
chr2D	391135	391198	1
chr2D	391205	391307	1
chr2D	392822	392927	1
chr2D	392934	393039	1
chr2D	393182	393284	1
chr2D	393874	393886	1
chr2D	393892	393948	1
chr2D	393954	393989	1
chr2D	398945	399046	1
chr2D	403158	403217	1
chr2D	403224	403330	1
chr2D	403508	403594	1
chr2D	424957	425061	1
chr2D	456727	456765	1
chr2D	456767	456833	1
chr2D	459288	459394	1
chr2D	459401	459505	1
chr2D	460321	460375	1
chr2D	482696	482754	1
chr2D	505599	505704	1
chr2D	516542	516646	1
chr2D	517692	517794	1
chr2D	523490	523565	1
chr2D	572221	572293	1
chr2D	626934	627039	1
chr2D	698672	698831	1
chr2D	704267	704371	1
chr2D	705187	705251	1
chr2D	808733	808839	1
chr2D	837510	837616	1
chr2D	840315	840419	1
chr2D	840426	840532	1
chr2D	1044660	1044709	1
chr2D	1373271	1373362	1
chr2D	1533128	1533234	1
chr2D	1619161	1619266	1
chr2D	1636045	1636095	1
chr2D	1677753	1677833	1
chr2D	1681841	1681915	1
chr2D	1681949	1682144	1
chr2D	1682239	1682298	1
chr2D	1754015	1754096	1
chr2D	1754724	1754829	1
chr2D	1755734	1755822	1
chr2D	1765721	1765827	1
chr2D	1774791	1774822	1
chr2D	1774824	1774863	1
chr2D	1775602	1775708	1
chr2D	1777501	1777585	1
chr2D	1947974	1948080	1
chr2D	1974066	1974151	1
chr2D	1976887	1976984	1
chr2D	1977482	1977522	1
chr2D	2062527	2062633	1
chr2D	2100076	2100176	1
chr2D	2101805	2101907	1
chr2D	2104622	2104663	1
chr2D	2169118	2169161	1
chr2D	2169163	2169205	1
chr2D	2209804	2209868	1
chr2D	2278231	2278337	1
chr2D	2306424	2306500	1
chr2D	2313956	2314062	1
chr2D	2315028	2315134	1
chr2D	2317502	2317601	1
chr2D	2322042	2322140	1
chr2D	2330525	2330613	1
chr2D	2367508	2367539	1
chr2D	2367542	2367616	1
chr2D	2375238	2375342	1
chr2D	2376786	2376866	1
chr2D	2383331	2383437	1
chr2D	2384845	2384950	1
chr2D	2396260	2396348	1
chr2D	2446202	2446305	1
chr2D	2451056	2451144	1
chr2D	2462979	2463067	1
chr2D	2528579	2528685	1
chr2D	2530408	2530486	1
chr2D	2535295	2535401	1
chr2D	2576307	2576413	1
chr2D	2576420	2576525	1
chr2D	2579916	2579971	1
chr2D	2582610	2582715	1
chr2D	2582722	2582806	1
chr2D	2588823	2588914	1
chr2D	2596760	2596819	1
chr2D	2659410	2659486	1
chr2D	2797788	2797871	1
chr2D	2798031	2798133	1
chr2D	2798365	2798466	1
chr2D	2798747	2798853	1
chr2D	2798883	2798950	1
chr2D	2802316	2802422	1
chr2D	2802479	2802552	1
chr2D	2804632	2804682	1
chr2D	2830850	2830955	1
chr2D	2902797	2902901	1
chr2D	2917438	2917505	1
chr2D	2948672	2948743	1
chr2D	2948750	2948843	1
chr2D	2977793	2977867	1
chr2D	2989527	2989633	1
chr2D	3022789	3022844	1
chr2D	3031523	3031629	1
chr2D	3153969	3154065	1
chr2D	3168420	3168526	1
chr2D	3176572	3176678	1
chr2D	3176685	3176791	1
chr2D	3178024	3178130	1
chr2D	3178269	3178375	1
chr2D	3214379	3214484	1
chr2D	3248728	3248800	1
chr2D	3250710	3250789	1
chr2D	3250828	3250934	1
chr2D	3261884	3261989	1
chr2D	3265118	3265194	1
chr2D	3265758	3265859	1
chr2D	3300224	3300316	1
chr2D	3308585	3308687	1
chr2D	3312725	3312733	1
chr2D	3312735	3312773	1
chr2D	3312776	3312833	1
chr2D	3328597	3328700	1
chr2D	3328807	3328885	1
chr2D	3338053	3338133	1
chr2D	3390596	3390702	1
chr2D	3404144	3404249	1
chr2D	3404256	3404316	1
chr2D	3405786	3405892	1
chr2D	3405899	3405977	1
chr2D	3406401	3406477	1
chr2D	3407880	3407981	1
chr2D	3463798	3463825	1
chr2D	3463829	3463895	1
chr2D	3470430	3470536	1
chr2D	3490261	3490295	1
chr2D	3492278	3492384	1
chr2D	3516604	3516688	1
chr2D	3539578	3539636	1
chr2D	3540972	3541014	1
chr2D	3541022	3541029	1
chr2D	3541032	3541087	1
chr2D	3595598	3595643	1
chr2D	3600280	3600374	1
chr2D	3622257	3622363	1
chr2D	3692108	3692174	1
chr2D	3697819	3697923	1
chr2D	3703303	3703317	1
chr2D	3703319	3703410	1
chr2D	3705427	3705506	1
chr2D	3712885	3712987	1
chr2D	3714285	3714391	1
chr2D	3714398	3714504	1
chr2D	3734588	3734694	1
chr2D	3735817	3735922	1
chr2D	3799792	3799897	1
chr2D	3800234	3800337	1
chr2D	3804195	3804275	1
chr2D	3804315	3804400	1
chr2D	3902993	3903044	1
chr2D	4038095	4038152	1
chr2D	4038163	4038264	1
chr2D	4265309	4265409	1
chr2D	4320524	4320623	1
chr2D	4320630	4320709	1
